OG0002613,-4457.053774,0.06516,-4456.842149,0.07208 0.04873,-4456.544178,0.05436 0.09476,-4454.854416,0.07470 0.00010,-4457.053377,0.06499 0.06653,-4456.799753,0.05883 0.09044
OG0002614,-5397.808933,0.14285,-5397.537282,0.15568 0.11945,-5393.167076,0.10439 0.33824,-5396.234432,0.15881 0.05623,-5397.028556,0.15297 0.07084,-5397.798749,0.14458 0.13600
OG0002616,-3790.762582,0.06840,-3790.700170,0.06367 0.07812,-3790.759764,0.06759 0.07093,-3790.556200,0.07395 0.04486,-3790.738613,0.06692 0.08079,-3790.758155,0.06910 0.06389
OG0002617,-1713.995810,0.21286,-1710.354779,0.12839 0.61701,-1713.755768,0.23637 0.15393,-1713.988091,0.20898 0.22553,-1713.227350,0.23537 0.06627,-1710.522979,0.26053 0.00010
OG0002618,-2154.198629,0.24961,-2154.192637,0.25412 0.24017,-2154.081644,0.23675 0.32434,-2153.033511,0.29288 0.10264,-2152.390047,0.28981 0.04558,-2151.654045,0.18139 0.67531
OG0002619,-2192.472740,0.29499,-2190.679119,0.38955 0.15676,-2191.301159,0.24449 0.56086,-2189.238259,0.35545 0.03950,-2191.828742,0.26982 0.60850,-2191.416600,0.24763 0.53585
OG0002620,-1963.828194,0.13381,-1963.824986,0.13666 0.12945,-1963.129845,0.10416 0.24510,-1963.608484,0.14930 0.08532,-1962.799401,0.14729 0.00010,-1963.804247,0.13110 0.17665
OG0002621,-2557.065269,0.11458,-2556.304521,0.14113 0.05370,-2557.064349,0.11379 0.11757,-2557.040587,0.11700 0.09052,-2557.028014,0.11093 0.14251,-2556.569475,0.09128 0.17430
OG0002622,-2614.565254,0.36749,-2614.034447,0.43337 0.27325,-2613.684366,0.31320 0.61956,-2614.302564,0.39041 0.24722,-2614.390296,0.35151 0.52820,-2614.565153,0.36800 0.36485
OG0002623,-1743.196578,0.01012,-1742.686683,0.01709 0.00010,-1742.688656,0.01706 0.00010,-1743.141853,0.01071 0.00010,-1738.599106,0.00010 999.00000,-1743.056478,0.01170 0.00010
OG0002624,-2468.267300,0.04704,-2467.707397,0.05997 0.02046,-2467.972522,0.03747 0.07147,-2468.030410,0.04058 0.07813,-2468.267091,0.04720 0.04610,-2467.780539,0.05077 0.00010
OG0002625,-5548.775275,0.05465,-5547.639663,0.04232 0.08950,-5548.530693,0.05908 0.03774,-5546.909855,0.06531 0.01280,-5545.112445,0.06619 0.00010,-5546.161213,0.03992 0.13689
OG0002626,-1179.779729,0.09830,-1179.746850,0.10717 0.08627,-1179.610168,0.08697 0.16059,-1178.575232,0.11780 0.00010,-1179.778328,0.09749 0.10430,-1179.508442,0.08481 0.18622
OG0002627,-4659.092120,0.03702,-4658.057403,0.02541 0.06822,-4658.794606,0.03204 0.05799,-4657.486146,0.04395 0.00010,-4659.090294,0.03677 0.03938,-4658.152681,0.04665 0.01289
OG0002628,-1886.489609,0.21738,-1884.522309,0.30130 0.08522,-1886.364011,0.20137 0.27737,-1886.444826,0.21055 0.26964,-1886.421149,0.21067 0.30830,-1885.953230,0.18267 0.34225
OG0002629,-4388.727386,0.29537,-4388.677519,0.30579 0.27758,-4386.168043,0.25235 0.62912,-4386.374738,0.33423 0.12652,-4388.297893,0.31206 0.20999,-4388.309135,0.27579 0.39870
OG0002630,-1572.726479,0.27917,-1571.554031,0.34074 0.14381,-1572.302823,0.24481 0.39752,-1572.417804,0.26758 0.80410,-1572.669440,0.26332 0.31012,-1572.693247,0.28497 0.22771
OG0002631,-1339.860450,0.46601,-1339.714388,0.43647 0.71878,-1339.859152,0.47026 0.45470,-1335.865753,0.75852 0.10328,-1339.339652,0.42016 1.25552,-1338.282429,0.35059 1.38784
OG0002632,-2962.333901,0.08777,-2962.102055,0.07535 0.11160,-2962.333215,0.08733 0.08972,-2962.329245,0.08895 0.08301,-2962.175839,0.09399 0.06000,-2962.261895,0.09063 0.05982
OG0002633,-796.508709,0.11030,-796.472271,0.09549 0.13081,-796.445264,0.09926 0.16530,-795.027735,0.08266 999.00000,-795.544147,0.14702 0.00010,-795.908426,0.13212 0.00010
OG0002634,-786.136739,0.10186,-785.690420,0.06385 0.17010,-784.939005,0.13479 0.00010,-786.028530,0.08582 0.14125,-786.136723,0.10186 0.00010,-785.635105,0.11487 0.00010
OG0002635,-1692.577671,0.06829,-1690.901702,0.03113 0.16911,-1691.084213,0.09016 0.00010,-1692.571841,0.06689 0.07624,-1692.577752,0.06829 2.20081,-1692.191588,0.08623 0.03332
OG0002636,-2181.836817,0.07459,-2181.310829,0.10005 0.04213,-2180.481141,0.04686 0.18238,-2181.836445,0.07490 0.07254,-2180.853674,0.08556 0.00010,-2181.808343,0.07217 0.09707
OG0002637,-3547.455801,0.30289,-3545.753285,0.35094 0.14487,-3545.898025,0.22654 0.41800,-3547.452268,0.30469 0.29165,-3547.286386,0.31187 0.20031,-3547.444425,0.30639 0.28392
OG0002638,-1983.197150,0.09034,-1983.038492,0.06703 0.11783,-1982.909849,0.07028 0.15799,-1982.065294,0.11669 0.00010,-1983.197638,0.09034 1.95065,-1982.800074,0.09895 0.00010
OG0002639,-5901.261830,0.18645,-5900.938379,0.20109 0.15215,-5898.963962,0.21696 0.08519,-5900.859938,0.17604 0.25925,-5901.259741,0.18718 0.18178,-5899.374966,0.15520 0.30489
OG0002640,-2026.067040,0.26641,-2024.451369,0.32549 0.12089,-2024.825684,0.30847 0.11388,-2010.417860,0.09598 1.63701,-2022.496670,0.33629 0.04854,-2024.506285,0.30505 0.06901
OG0002641,-4438.036337,0.16445,-4405.014342,0.01990 0.50163,-4435.588965,0.18596 0.05092,-4428.204995,0.20323 0.00010,-4428.871539,0.21144 0.01135,-4434.462839,0.18554 0.02014
OG0002642,-7554.494314,0.41915,-7553.861076,0.45927 0.35695,-7554.394025,0.41058 0.47362,-7554.455728,0.42545 0.39438,-7554.024671,0.39908 0.52843,-7554.400983,0.41155 0.47956
OG0002643,-2647.225482,0.03752,-2647.182916,0.04215 0.03065,-2645.423001,0.01929 0.16388,-2647.225318,0.03769 0.03658,-2646.769568,0.04417 0.00010,-2646.318565,0.04545 0.00010
OG0002644,-1884.788601,0.11473,-1884.786857,0.11660 0.11115,-1884.786322,0.11369 0.12368,-1884.633029,0.12541 0.06266,-1884.753650,0.12104 0.09081,-1884.511106,0.09727 0.19851
OG0002645,-3543.236031,0.25029,-3543.228608,0.24630 0.25876,-3542.310788,0.21833 0.41461,-3542.145249,0.28136 0.12702,-3543.089765,0.25896 0.18234,-3543.208766,0.24464 0.27277
OG0002646,-1094.628726,0.96658,-1092.136321,1.43844 0.31124,-1094.598335,0.93185 1.12506,-1093.488111,1.12637 0.25964,-1094.623701,0.95898 1.08137,-1091.219551,0.55186 3.05858
OG0002648,-2934.570548,0.04493,-2934.365106,0.03701 0.06289,-2934.389663,0.03941 0.06909,-2934.392898,0.03945 0.06876,-2933.077252,0.05644 0.00010,-2933.751292,0.05094 0.00010
OG0002649,-4171.672739,0.03231,-4171.167396,0.03913 0.01453,-4161.863893,0.00466 0.21095,-4169.967216,0.04044 0.00010,-4170.149802,0.03948 0.00010,-4169.919206,0.04071 0.00010
OG0002650,-1132.352561,0.01264,-1131.900101,0.02017 0.00010,-1131.904636,0.02007 0.00010,-1130.302144,0.00010 0.11477,-1132.313665,0.01316 0.00010,-1132.241493,0.01418 0.00010
OG0002652,-1256.914547,0.02279,-1256.526874,0.01436 0.05505,-1256.424687,0.02943 0.00010,-1256.710364,0.02535 0.00010,-1256.450272,0.02903 0.00010,-1256.652161,0.01523 0.04531
OG0002653,-1041.910338,0.21634,-1040.429058,0.34749 0.11803,-1041.864630,0.22586 0.17691,-1041.626852,0.19886 0.41106,-1041.081695,0.17933 0.50156,-1041.353108,0.19587 1.08197
OG0002654,-1172.337580,0.02834,-1172.321356,0.02505 0.03266,-1171.545075,0.01601 0.12252,-1171.936716,0.03497 0.00010,-1171.931939,0.03506 0.00010,-1172.200337,0.03048 0.00010
OG0002655,-1711.378784,0.04732,-1711.322831,0.05198 0.03860,-1711.324444,0.05035 0.03475,-1710.293442,0.05613 0.00010,-1711.362593,0.04599 0.05718,-1710.437448,0.03291 0.11304
OG0002656,-1675.553133,0.22869,-1675.296146,0.26041 0.15529,-1674.668632,0.17052 0.41469,-1673.124292,0.31016 0.03875,-1675.036300,0.23916 0.00010,-1674.377557,0.17767 0.60500
OG0002657,-1063.732180,0.20662,-1063.731323,0.20362 0.21046,-1063.445576,0.17680 0.38650,-1063.638775,0.22024 0.12788,-1063.715213,0.21428 0.17811,-1063.442309,0.21955 0.00010
OG0002658,-909.314259,0.13170,-908.883538,0.16089 0.05799,-908.431744,0.09564 0.35207,-909.308475,0.13407 0.11733,-909.062553,0.15182 0.06822,-909.262002,0.12256 0.17000
OG0002659,-891.122117,0.20847,-889.394215,0.12470 0.76834,-890.986301,0.17933 0.28927,-888.789751,0.28627 0.00010,-889.442864,0.26167 0.00010,-891.052388,0.19464 0.30131
OG0002660,-844.645467,0.12781,-844.362420,0.16523 0.06658,-844.462906,0.11164 0.29817,-844.015844,0.14939 0.00010,-843.431300,0.08234 0.70033,-844.550159,0.14557 0.08571
OG0002662,-13202.420258,0.20039,-13202.338025,0.19459 0.21372,-13202.294785,0.19481 0.22218,-13200.978479,0.21660 0.12949,-13201.205005,0.21279 0.12326,-13200.834660,0.18177 0.29252
OG0002663,-2745.370912,0.04768,-2741.684823,0.07876 0.00010,-2743.830327,0.05878 0.00010,-2743.789433,0.03343 0.16261,-2745.353209,0.04649 0.05806,-2743.909358,0.02995 0.11709
OG0002664,-2188.942863,0.02686,-2188.482108,0.01920 0.04475,-2188.921610,0.02531 0.03065,-2187.700018,0.03352 0.00010,-2188.061839,0.03144 0.00010,-2188.605508,0.02381 0.07272
OG0002665,-1406.321484,0.06391,-1405.746414,0.04368 0.11971,-1406.247983,0.06984 0.04479,-1405.511448,0.07439 0.00010,-1406.075898,0.05721 0.15203,-1406.135070,0.07444 0.03747
OG0002666,-3952.774623,0.27856,-3952.301357,0.30612 0.21509,-3949.623476,0.22468 0.63042,-3949.811536,0.33435 0.11957,-3950.782802,0.31195 0.10751,-3949.790135,0.22654 0.61269
OG0002667,-502.611492,0.07255,-501.491909,0.11122 0.00010,-501.466866,0.03028 0.23949,-502.139183,0.08671 0.00010,-502.361513,0.07989 0.00010,-502.489504,0.06031 0.12254
OG0002668,-1459.647858,0.11871,-1459.631142,0.12478 0.10806,-1458.282999,0.07908 0.31046,-1458.798142,0.13214 0.00010,-1458.813346,0.13193 0.00010,-1459.623025,0.12449 0.10204
OG0002669,-2439.469463,0.24232,-2437.632039,0.34247 0.11341,-2438.721494,0.20068 0.41930,-2439.441307,0.23693 0.28700,-2439.437918,0.23664 0.28981,-2439.325582,0.22695 0.32530
OG0002670,-1088.131347,0.10039,-1087.619933,0.12838 0.04316,-1087.485737,0.06448 0.17448,-1088.074197,0.10733 0.07247,-1088.000958,0.09310 0.18683,-1087.704704,0.10836 0.00010
OG0002671,-7179.260230,0.14574,-7179.171872,0.13973 0.16162,-7178.779224,0.15677 0.10321,-7179.260225,0.14570 0.14587,-7179.215117,0.14271 0.16204,-7179.242810,0.14388 0.15596
OG0002672,-1394.912434,0.05765,-1394.841361,0.05194 0.08572,-1394.478390,0.03896 0.11098,-1394.206342,0.06996 0.00010,-1394.582236,0.06315 0.00010,-1394.884086,0.06252 0.04670
OG0002673,-7521.926653,0.35592,-7521.418279,0.32897 0.42370,-7521.342154,0.33303 0.45374,-7521.204859,0.37559 0.24388,-7519.996918,0.39141 0.20475,-7521.826804,0.34672 0.39607
OG0002674,-8501.949879,0.14028,-8501.442425,0.15402 0.11257,-8501.208679,0.12886 0.20133,-8499.628988,0.16237 0.06671,-8501.007378,0.12692 0.20428,-8501.680539,0.13513 0.18357
OG0002675,-1253.738867,0.04346,-1253.498524,0.06318 0.00010,-1252.248039,0.01803 0.24832,-1253.738843,0.04359 0.04290,-1253.483193,0.05732 0.00010,-1253.260949,0.05157 0.00010
OG0002676,-2816.595001,0.07710,-2816.143696,0.06619 0.08900,-2816.420036,0.07325 0.09387,-2816.594807,0.07704 0.07814,-2815.217857,0.07967 0.00010,-2815.633797,0.08717 0.04813
OG0002677,-2023.967608,0.46050,-2023.805677,0.42399 0.58113,-2020.873213,0.62866 0.13017,-2021.721651,0.36943 1.80424,-2023.955040,0.46836 0.42168,-2023.964460,0.45600 0.47846
OG0002678,-1080.234754,0.53239,-1077.661595,0.41170 999.00000,-1079.742213,0.43073 0.93943,-1078.092094,0.81253 0.15747,-1077.929012,0.42468 999.00000,-1078.402414,0.74517 0.14477
OG0002679,-1496.827934,0.31744,-1496.772393,0.33791 0.28812,-1496.805916,0.32353 0.27063,-1496.051628,0.28223 0.68635,-1496.796391,0.32593 0.27824,-1496.786892,0.32854 0.27582
OG0002680,-872.930646,0.05703,-872.915747,0.06174 0.04945,-872.348349,0.07034 0.00010,-872.612496,0.06397 0.00010,-872.581486,0.06459 0.00010,-871.630634,0.02383 0.19019
OG0002681,-2787.895866,0.37677,-2787.459325,0.42099 0.26889,-2787.589676,0.34749 0.52584,-2787.878882,0.38197 0.33882,-2786.946330,0.42399 0.19066,-2786.857276,0.31235 0.60556
OG0002682,-5174.855626,0.00628,-5174.648378,0.00437 0.01114,-5174.384289,0.00799 0.00010,-5174.386756,0.00798 0.00010,-5174.634756,0.00703 0.00010,-5174.353083,0.00384 0.01716
OG0002683,-3025.278307,0.43575,-3017.536866,0.21214 1.06749,-3021.835835,0.54978 0.11803,-3023.976243,0.47613 0.13273,-3022.993210,0.48465 0.06701,-3025.251254,0.44716 0.40117
OG0002684,-4084.308212,0.16154,-4082.885850,0.12262 0.24359,-4084.306720,0.16064 0.16512,-4083.104577,0.18199 0.06911,-4084.305372,0.16214 0.15150,-4084.028356,0.17461 0.12032
OG0002685,-2556.772056,0.13637,-2554.804410,0.09148 0.25261,-2556.732746,0.14171 0.12032,-2556.631735,0.14355 0.09757,-2556.460892,0.14573 0.07591,-2555.957317,0.15439 0.05595
OG0002686,-2333.115848,0.26144,-2332.309042,0.32781 0.17893,-2332.902874,0.24323 0.36055,-2333.075116,0.25478 0.31098,-2333.108836,0.25860 0.28032,-2332.930855,0.24513 0.35505
OG0002687,-1381.857518,0.19733,-1381.122642,0.14786 0.39542,-1381.583085,0.22207 0.09826,-1379.940988,0.24787 0.00010,-1380.968056,0.21937 0.00010,-1381.205537,0.14023 0.33395
OG0002688,-2419.244992,0.23931,-2419.058144,0.26316 0.19148,-2419.167559,0.25046 0.19631,-2417.765802,0.27169 0.05390,-2417.306499,0.26138 0.00010,-2415.761163,0.14651 0.54958
OG0002689,-663.773091,0.03345,-663.604500,0.03997 0.00010,-662.509928,0.00010 0.13337,-663.596667,0.04026 0.00010,-663.694677,0.03634 0.00010,-663.382073,0.05055 0.00010
OG0002690,-1536.149642,0.30798,-1535.395982,0.22525 0.37705,-1535.207708,0.27777 2.52502,-1536.042253,0.31663 0.22197,-1533.674913,0.34723 0.03945,-1535.943098,0.32749 0.22871
OG0002691,-5993.839497,0.12791,-5993.739905,0.13438 0.11634,-5993.823230,0.12609 0.13515,-5993.257637,0.13761 0.08652,-5993.753263,0.13027 0.09946,-5992.639660,0.11293 0.19970
OG0002692,-4329.666893,0.03691,-4329.499443,0.04299 0.02856,-4329.248171,0.03087 0.06341,-4329.665327,0.03722 0.03527,-4328.853667,0.04112 0.00010,-4329.552843,0.03461 0.05256
OG0002693,-4165.536629,0.45609,-4165.418772,0.47666 0.40699,-4165.001326,0.49359 0.34212,-4165.280189,0.47435 0.34571,-4164.078536,0.41015 0.82791,-4165.369456,0.43584 0.53398
OG0002694,-2714.992671,0.78968,-2713.953677,0.93779 0.52192,-2714.024266,0.91831 0.50575,-2714.069219,0.72536 1.82357,-2712.744010,0.70051 13.25649,-2714.713919,0.72374 0.98297
OG0002695,-2006.439333,0.02672,-2003.191579,0.00010 0.08463,-2005.337148,0.03919 0.00010,-2005.919289,0.03200 0.00010,-2006.128417,0.02976 0.00010,-2006.140132,0.02966 0.00010
OG0002696,-1039.517175,0.49163,-1039.289099,0.42755 0.66042,-1039.334061,0.55401 0.37731,-1036.662277,0.63319 0.06161,-1039.041112,0.47659 999.00000,-1038.142470,0.37835 1.52328
OG0002697,-1751.346474,0.02386,-1750.180294,0.00934 0.04989,-1750.169483,0.03249 0.00010,-1750.994238,0.02617 0.00010,-1751.013351,0.01987 0.05952,-1750.555225,0.02941 0.00010
OG0002698,-643.853023,0.06662,-643.274161,0.09191 0.00010,-643.033137,0.10527 0.00010,-643.501130,0.08095 0.00010,-641.702989,0.03323 999.00000,-643.444465,0.04079 0.18174
OG0002700,-5408.461911,0.23176,-5408.182237,0.21537 0.28643,-5408.122642,0.21255 0.28790,-5408.461907,0.23172 0.23198,-5407.762353,0.24861 0.13006,-5408.068267,0.24805 0.16629
OG0002701,-959.506794,0.02040,-959.150746,0.02953 0.00010,-959.271842,0.02604 0.00010,-959.218874,0.02750 0.00010,-959.447157,0.02171 0.00010,-957.794905,0.00010 0.13004
OG0002702,-3650.247870,0.94994,-3648.464076,0.78476 1.34726,-3648.085481,1.10044 0.53511,-3650.247714,0.95106 0.94536,-3648.125832,0.87636 3.04691,-3648.403220,1.08209 0.51185
OG0002703,-1958.223992,0.00730,-1957.914984,0.01002 0.00010,-1958.047999,0.00874 0.00010,-1957.889977,0.01028 0.00010,-1956.120932,0.00010 0.06604,-1958.051735,0.00871 0.00010
OG0002704,-1865.755450,0.21901,-1865.720293,0.20997 0.25437,-1865.450826,0.19572 0.35553,-1865.616319,0.23753 0.16016,-1863.147527,0.26651 0.00010,-1865.376717,0.18524 0.32959
OG0002705,-3293.529385,0.05236,-3293.521206,0.05361 0.04814,-3293.523040,0.05124 0.05614,-3293.443324,0.04859 0.06836,-3292.395415,0.06090 0.00010,-3293.438318,0.04841 0.06696
OG0002706,-1098.872513,0.17837,-1098.871696,0.18012 0.17379,-1098.773237,0.19120 0.10898,-1098.816331,0.19077 0.13800,-1098.852016,0.18332 0.14101,-1098.550671,0.14602 0.29619
OG0002707,-9204.364911,0.03867,-9204.306247,0.03678 0.04312,-9204.118429,0.04175 0.02827,-9203.820767,0.04214 0.02031,-9203.664817,0.04175 0.01436,-9202.692745,0.03027 0.07203
OG0002708,-646.069509,0.13581,-646.055012,0.13939 0.11223,-645.770964,0.11662 0.28500,-645.375393,0.17537 0.04835,-645.147462,0.15614 0.00010,-645.463686,0.09122 0.23127
OG0002709,-636.276909,0.12979,-636.233422,0.14491 0.09897,-635.427686,0.07702 0.40226,-633.946585,0.26472 0.00010,-636.276961,0.12979 1.66347,-634.779941,0.09673 999.00000
OG0002710,-1923.714893,0.12022,-1922.551925,0.14859 0.04598,-1922.536665,0.09232 0.24785,-1922.381925,0.15107 0.04354,-1921.548098,0.13970 0.00010,-1920.720602,0.07982 0.40516
OG0002711,-2365.640659,0.62055,-2364.883331,0.72526 0.37168,-2365.587071,0.59000 0.69310,-2363.587965,0.72025 0.12810,-2365.640650,0.62037 0.62292,-2363.680817,0.46644 1.32327
OG0002712,-5627.475478,0.11537,-5627.468138,0.11343 0.11869,-5627.401468,0.11112 0.13137,-5627.349107,0.11032 0.13854,-5627.362708,0.11795 0.08061,-5627.102310,0.12325 0.07828
OG0002713,-1776.064689,0.11407,-1775.955658,0.13153 0.09870,-1775.679506,0.09928 0.19226,-1775.838407,0.12227 0.05930,-1776.016646,0.11017 0.14752,-1776.062834,0.11469 0.10623
OG0002714,-455.976823,0.00010,-455.976823,0.00010 0.00010,-455.976823,0.00010 0.00010,-455.976823,0.00010 0.00010,-455.976823,0.00010 0.00010,-455.976823,0.00010 0.00010
OG0002715,-1099.921683,0.26611,-1099.332362,0.20495 0.63358,-1099.848348,0.23984 0.34330,-1098.633070,0.31439 0.00010,-1099.333943,0.28774 0.00010,-1099.914750,0.27608 0.24930
OG0002716,-5468.313906,0.00665,-5467.314036,0.00937 0.00010,-5467.800778,0.00793 0.00010,-5467.772778,0.00801 0.00010,-5468.216562,0.00569 0.01004,-5466.431147,0.00263 0.02801
OG0002717,-2403.679423,0.41655,-2401.818483,0.30076 0.71553,-2402.711722,0.48036 0.21054,-2403.580473,0.43284 0.32776,-2402.810864,0.37837 1.03872,-2402.193521,0.50036 0.19340
OG0002718,-6741.866781,0.25740,-6741.835111,0.25215 0.27090,-6741.777920,0.26439 0.22997,-6741.292962,0.27432 0.19095,-6740.761856,0.23484 0.38345,-6741.807397,0.26247 0.23136
OG0002719,-1409.006069,0.31258,-1409.003718,0.31028 0.32312,-1408.996988,0.30869 0.33755,-1408.885023,0.29654 0.40092,-1408.802949,0.35521 0.26569,-1408.968500,0.30727 0.40551
OG0002720,-5474.675783,0.18847,-5474.675751,0.18863 0.18816,-5473.860106,0.17066 0.26974,-5472.006308,0.21481 0.07159,-5473.279928,0.20556 0.08951,-5472.851148,0.16325 0.32725
OG0002721,-535.073181,0.47545,-535.044514,0.52641 0.40793,-535.066710,0.48707 0.40765,-534.790684,0.57917 0.21337,-534.408656,0.41503 999.00000,-534.930936,0.41461 0.84577
OG0002722,-986.469915,0.25475,-986.175763,0.21448 0.34184,-986.123152,0.22243 0.40380,-985.894524,0.29896 0.13436,-986.107479,0.28303 0.13622,-986.465479,0.25285 0.30070
OG0002723,-1253.956898,0.15084,-1253.464169,0.11180 0.28369,-1252.071643,0.20835 0.00010,-1253.841899,0.13568 0.24766,-1253.904093,0.14334 0.22826,-1253.933930,0.16011 0.12634
OG0002724,-2636.133858,0.29181,-2627.903360,0.40956 0.03035,-2619.380742,0.06808 0.78393,-2635.007196,0.31503 0.09650,-2632.286739,0.32253 0.00010,-2634.773761,0.33219 0.12532
OG0002725,-2296.634262,0.06492,-2296.180404,0.08054 0.02998,-2294.912338,0.04191 0.23922,-2295.453716,0.07808 0.00010,-2296.583284,0.06889 0.04821,-2296.547116,0.05887 0.08733
OG0002726,-1263.015446,0.18135,-1262.890603,0.19878 0.14118,-1259.147499,0.09280 0.54897,-1258.950953,0.24633 0.00010,-1260.326998,0.22189 0.00010,-1262.128691,0.15690 0.62279
OG0002727,-2715.697048,0.11435,-2714.775070,0.14137 0.05097,-2713.313091,0.15719 0.02351,-2711.194342,0.05654 0.35868,-2715.026191,0.12046 0.00010,-2715.552985,0.10655 0.16176
OG0002728,-1789.150734,0.64744,-1787.697209,0.87947 0.39403,-1788.639126,0.58505 1.17953,-1785.934949,0.78984 0.10428,-1786.325578,0.56846 999.00000,-1787.986905,0.51964 1.14728
OG0002729,-1287.987869,0.15219,-1287.762502,0.18475 0.10738,-1287.302957,0.18966 0.05467,-1286.014592,0.11094 1.06917,-1287.960767,0.15719 0.11865,-1287.875302,0.14017 0.23053
OG0002731,-2341.353781,0.29938,-2336.317597,0.43003 0.08820,-2340.754082,0.33164 0.18448,-2337.251160,0.34018 0.00010,-2330.056290,0.12101 0.93318,-2341.353441,0.29980 0.29282
OG0002732,-1388.424913,0.06449,-1387.435291,0.04739 0.22679,-1388.402236,0.06050 0.07430,-1387.482344,0.07680 0.00010,-1388.424549,0.06415 0.06627,-1388.205717,0.07604 0.03658
OG0002733,-831.001773,0.07778,-830.512116,0.10963 0.03585,-830.477025,0.06443 0.38517,-830.445290,0.08844 0.00010,-830.422567,0.08888 0.00010,-830.097027,0.04272 0.17210
OG0002734,-1178.758190,0.17386,-1178.744950,0.18479 0.16176,-1178.679773,0.15656 0.22287,-1178.374290,0.18341 0.00010,-1177.511500,0.20678 0.00010,-1177.849873,0.14077 0.86614
OG0002735,-1309.216888,0.07963,-1308.868177,0.10420 0.04084,-1308.473230,0.05581 0.21739,-1308.467639,0.09405 0.00010,-1308.664505,0.09003 0.00010,-1308.760479,0.05916 0.16566
OG0002736,-1233.356784,0.10068,-1233.354093,0.10337 0.09666,-1233.352852,0.09837 0.10730,-1231.992895,0.12561 0.00010,-1233.356715,0.10068 0.00010,-1232.563997,0.07272 0.27821
OG0002737,-1386.314923,0.30375,-1383.053490,0.36273 0.00010,-1384.662717,0.14645 0.41243,-1386.314958,0.30375 2.95503,-1384.960636,0.32401 0.00010,-1386.304416,0.30935 0.28112
OG0002738,-904.565680,0.32480,-902.374776,0.12312 0.51363,-902.837306,0.38503 0.00010,-903.406833,0.38321 0.07735,-904.565695,0.32480 1.72973,-904.514072,0.33767 0.24733
OG0002739,-1044.318984,0.13474,-1043.335674,0.09109 0.37155,-1044.008992,0.10468 0.21887,-1042.932545,0.17099 0.00010,-1044.286119,0.12912 0.18221,-1042.560417,0.18311 0.00010
